TEN,NP,NOC,HHT,LNGI,ELEP,VEH,HINCP,RNTP,PUMA,COST_BURDALL,RMSP
Rented,5,3.0,Married couple household,1.0,150.0,1.0,159010.0,1100.0,Charlotte City (Northwest),0.0,5
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,120.0,1.0,40700.0,630.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,29600.0,650.0,Charlotte City (Central),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,10000.0,1400.0,Charlotte City (Central),1.0,6
Rented,2,0.0,"Other family household: Male householder, no spouse present",2.0,140.0,1.0,30000.0,800.0,Charlotte City (Northwest),1.0,5
Rented,2,0.0,Married couple household,1.0,80.0,1.0,75000.0,1300.0,Charlotte City (Central),0.0,3
Rented,3,1.0,"Other family household: Male householder, no spouse present",1.0,90.0,2.0,77000.0,770.0,Charlotte City (Central),0.0,3
Rented,4,2.0,Married couple household,2.0,180.0,2.0,26000.0,740.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,70.0,2.0,81000.0,1000.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,71500.0,1300.0,Charlotte City (Southwest),0.0,4
Rented,5,3.0,Married couple household,1.0,90.0,2.0,73000.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,3,0.0,"Other family household: Male householder, no spouse present",1.0,140.0,2.0,77900.0,920.0,Charlotte City (Southwest),0.0,5
Rented,3,1.0,Married couple household,1.0,130.0,2.0,42000.0,550.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,35000.0,1200.0,Charlotte City (Central),1.0,2
Rented,2,0.0,Married couple household,1.0,60.0,1.0,21600.0,530.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,2.0,67000.0,1100.0,Charlotte City (Central),0.0,3
Rented,2,1.0,"Other family household: Female householder, no spouse present",2.0,150.0,1.0,1000.0,980.0,Charlotte City (Northeast),1.0,4
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,190.0,1.0,48000.0,780.0,Charlotte City (Northwest),0.0,7
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,140.0,1.0,46900.0,980.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,8
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,100050.0,1100.0,Charlotte City (South),0.0,4
Rented,3,1.0,Married couple household,1.0,90.0,3.0,133170.0,2100.0,Charlotte City (South),0.0,7
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,52100.0,980.0,Charlotte City (Central),0.0,7
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,170.0,0.0,4500.0,680.0,Charlotte City (Central),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,62000.0,1200.0,Charlotte City (Southwest),0.0,4
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,250.0,3.0,85000.0,1500.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,6
Rented,5,4.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,25000.0,1300.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,7
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,58900.0,500.0,Charlotte City (Northwest),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,16000.0,590.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,5,2.0,"Other family household: Female householder, no spouse present",1.0,100.0,2.0,71000.0,1300.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,2,0.0,Married couple household,1.0,100.0,1.0,32460.0,800.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,53000.0,900.0,Charlotte City (South),0.0,3
Rented,2,0.0,Married couple household,1.0,130.0,2.0,415600.0,1300.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,37000.0,800.0,Charlotte City (Northeast),0.0,3
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,560.0,1.0,25200.0,600.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,2,0.0,Married couple household,1.0,110.0,2.0,16600.0,750.0,Charlotte City (Northwest),1.0,5
Rented,4,2.0,Married couple household,2.0,120.0,2.0,54600.0,760.0,Charlotte City (Northeast),0.0,4
Rented,3,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,3.0,78000.0,1300.0,Charlotte City (Central),0.0,3
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,320.0,0.0,0.0,820.0,Charlotte City (Northwest),1.0,7
Rented,2,0.0,Married couple household,1.0,130.0,3.0,103000.0,870.0,Charlotte City (Central),0.0,12
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,110.0,2.0,17200.0,530.0,Charlotte City (South),1.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,92000.0,1400.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,26700.0,920.0,Charlotte City (Northeast),1.0,4
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,190.0,1.0,25000.0,850.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,4,2.0,Married couple household,1.0,60.0,1.0,90000.0,1200.0,Charlotte City (South),0.0,3
Rented,4,0.0,"Other family household: Female householder, no spouse present",1.0,250.0,3.0,51100.0,670.0,Charlotte City (Southwest),0.0,12
Rented,3,2.0,"Other family household: Male householder, no spouse present",1.0,100.0,2.0,15000.0,800.0,Charlotte City (Northwest),1.0,6
Rented,5,3.0,Married couple household,1.0,430.0,0.0,0.0,650.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,60.0,1.0,28000.0,1500.0,Charlotte City (Northwest),1.0,7
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,30000.0,1700.0,Charlotte City (Central),1.0,5
Rented,6,4.0,Married couple household,2.0,180.0,5.0,11000.0,950.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,56000.0,1300.0,Charlotte City (Northeast),0.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,120.0,1.0,450.0,900.0,Charlotte City (Southwest),1.0,5
Rented,5,3.0,Married couple household,2.0,70.0,1.0,2000.0,1300.0,Charlotte City (South),1.0,4
Rented,6,2.0,Married couple household,1.0,100.0,2.0,107500.0,1400.0,Charlotte City (South),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,81070.0,890.0,Charlotte City (Central),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,76600.0,1200.0,Charlotte City (Central),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,150.0,1.0,60000.0,1200.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,6
Rented,2,0.0,Married couple household,1.0,50.0,2.0,51000.0,1200.0,Charlotte City (Central),1.0,1
Rented,2,0.0,Married couple household,1.0,100.0,2.0,98000.0,1300.0,Charlotte City (South),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,12000.0,300.0,Charlotte City (Northwest),1.0,6
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,90.0,2.0,83000.0,1500.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,65000.0,850.0,Charlotte City (Northeast),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,62000.0,950.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,8,4.0,"Other family household: Female householder, no spouse present",1.0,200.0,0.0,36100.0,750.0,Charlotte City (Central),1.0,4
Rented,2,0.0,Married couple household,1.0,90.0,2.0,135200.0,870.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,60000.0,1900.0,Charlotte City (Central),1.0,2
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,20.0,2.0,30000.0,2100.0,Charlotte City (Central),1.0,3
Rented,2,0.0,Married couple household,1.0,100.0,2.0,151000.0,1600.0,Charlotte City (Central),0.0,3
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,140.0,1.0,18100.0,800.0,Charlotte City (Central),1.0,8
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,200.0,3.0,210580.0,2800.0,Charlotte City (Southwest),0.0,5
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,40.0,1.0,30000.0,680.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,120000.0,1600.0,Charlotte City (Central),0.0,3
Rented,3,1.0,Married couple household,1.0,100.0,1.0,50000.0,1100.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,30.0,2.0,69500.0,860.0,Charlotte City (Northwest),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,38300.0,610.0,Charlotte City (Northwest),0.0,2
Rented,3,1.0,Married couple household,1.0,120.0,1.0,52000.0,1500.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,0.0,55000.0,600.0,Charlotte City (Northwest),0.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,72500.0,1200.0,Charlotte City (South),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,50000.0,1800.0,Charlotte City (South),1.0,4
Rented,4,2.0,"Other family household: Female householder, no spouse present",1.0,130.0,2.0,132000.0,1900.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,10
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,190.0,1.0,9000.0,740.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,130.0,2.0,158000.0,1900.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Married couple household,1.0,130.0,2.0,155500.0,1400.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,4000.0,560.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,0.0,65600.0,1100.0,Charlotte City (Central),0.0,1
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,0.0,35000.0,800.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,39400.0,1300.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,2.0,30000.0,830.0,Charlotte City (Northeast),1.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,85600.0,700.0,Charlotte City (Southwest),0.0,3
Rented,2,0.0,Married couple household,1.0,70.0,2.0,107000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,50000.0,610.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,70.0,2.0,90000.0,1200.0,Charlotte City (South),0.0,3
Rented,4,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,30800.0,650.0,Charlotte City (Northwest),1.0,6
Rented,4,1.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,35900.0,940.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Married couple household,1.0,110.0,2.0,129000.0,980.0,Charlotte City (South),0.0,8
Rented,5,1.0,"Other family household: Female householder, no spouse present",1.0,320.0,2.0,18100.0,750.0,Charlotte City (Northwest),1.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,200.0,0.0,9000.0,500.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,50000.0,1100.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,132000.0,1300.0,Charlotte City (Northwest),0.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,85400.0,1400.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,140.0,2.0,43500.0,1100.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,140.0,1.0,100200.0,1200.0,Charlotte City (Northeast),0.0,3
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,110.0,1.0,20000.0,780.0,Charlotte City (Central),1.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,90.0,2.0,49000.0,830.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,102000.0,1300.0,Charlotte City (South),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,0.0,630.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,47000.0,810.0,Charlotte City (South),0.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,66000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,6,4.0,Married couple household,1.0,170.0,2.0,100000.0,1600.0,Charlotte City (South),0.0,9
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,2.0,3200.0,1300.0,Charlotte City (Northwest),1.0,8
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,100500.0,970.0,Charlotte City (Northwest),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,60000.0,1400.0,Charlotte City (Southwest),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,58600.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,150.0,1.0,76000.0,1200.0,Charlotte City (Northeast),0.0,5
Rented,3,1.0,Married couple household,1.0,120.0,2.0,452000.0,2800.0,Charlotte City (South),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,220.0,1.0,98000.0,1300.0,Charlotte City (South),0.0,9
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,2.0,280.0,2.0,66800.0,550.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,3,1.0,Married couple household,1.0,60.0,1.0,75000.0,1200.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,180.0,1.0,17000.0,600.0,Charlotte City (Northeast),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,76000.0,1100.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Married couple household,1.0,130.0,1.0,70000.0,600.0,Mecklenburg County (South)--Matthews Town (South),0.0,7
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,80000.0,1300.0,Charlotte City (Central),0.0,2
Rented,4,2.0,"Other family household: Female householder, no spouse present",1.0,50.0,2.0,114000.0,1700.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,7
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,150.0,0.0,0.0,590.0,Charlotte City (Central),1.0,4
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,180.0,2.0,45000.0,1200.0,Charlotte City (South),1.0,8
Rented,4,2.0,Married couple household,1.0,70.0,2.0,200400.0,1700.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,4,2.0,Married couple household,1.0,130.0,2.0,60000.0,750.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,60000.0,650.0,Charlotte City (Southwest),0.0,3
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,400.0,1.0,117000.0,1800.0,Mecklenburg County (South)--Matthews Town (South),0.0,7
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,30.0,1.0,89000.0,800.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,8000.0,650.0,Charlotte City (Northeast),1.0,6
Rented,2,0.0,Married couple household,1.0,110.0,2.0,88720.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,150.0,1.0,34000.0,780.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,30.0,1.0,31900.0,190.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,30.0,0.0,4300.0,700.0,Charlotte City (Central),1.0,3
Rented,3,0.0,Nonfamily household: Female householder: Not living alone,1.0,150.0,3.0,165000.0,850.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,80.0,0.0,850.0,900.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Married couple household,2.0,150.0,2.0,30000.0,940.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,170.0,1.0,40000.0,600.0,Charlotte City (Northwest),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,13700.0,1000.0,Mecklenburg County (South)--Matthews Town (South),1.0,6
Rented,6,0.0,"Other family household: Female householder, no spouse present",1.0,140.0,3.0,109500.0,980.0,Charlotte City (Northwest),0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,53000.0,880.0,Charlotte City (Central),0.0,1
Rented,3,1.0,Married couple household,1.0,130.0,2.0,88000.0,1300.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,3,0.0,Married couple household,1.0,210.0,2.0,66500.0,1300.0,Charlotte City (Southwest),0.0,5
Rented,2,0.0,Married couple household,1.0,140.0,2.0,30800.0,450.0,Mecklenburg County (South)--Matthews Town (South),0.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,100.0,0.0,9000.0,1200.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,36000.0,1000.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,2.0,160000.0,1400.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,0.0,40000.0,350.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,2.0,60.0,2.0,57000.0,700.0,Charlotte City (Northeast),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,0.0,25000.0,850.0,Charlotte City (Southwest),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,120.0,2.0,293000.0,1700.0,Charlotte City (Southwest),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,65000.0,970.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,151100.0,1400.0,Charlotte City (Central),0.0,2
Rented,4,2.0,Married couple household,1.0,250.0,2.0,116000.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,180.0,0.0,9400.0,1000.0,Charlotte City (Northwest),1.0,9
Rented,2,1.0,"Other family household: Male householder, no spouse present",1.0,80.0,2.0,37000.0,1200.0,Charlotte City (Southwest),1.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,100.0,2.0,71000.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,10800.0,200.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,110000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,2.0,57000.0,990.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,2
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,120.0,3.0,68000.0,800.0,Charlotte City (Central),0.0,2
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,0.0,730.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,120.0,1.0,3000.0,580.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,108600.0,1500.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,11,6.0,Married couple household,1.0,250.0,4.0,92800.0,1200.0,Charlotte City (Northwest),0.0,8
Rented,5,2.0,"Other family household: Female householder, no spouse present",1.0,100.0,4.0,240800.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,220.0,2.0,28000.0,1100.0,Charlotte City (Northwest),1.0,5
Rented,2,0.0,Married couple household,1.0,120.0,2.0,55000.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,2.0,13000.0,560.0,Charlotte City (Northwest),1.0,5
Rented,2,0.0,Married couple household,1.0,80.0,2.0,335000.0,1200.0,Charlotte City (South),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,150.0,2.0,68000.0,970.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,85000.0,1500.0,Charlotte City (Central),0.0,1
Rented,3,2.0,"Other family household: Female householder, no spouse present",2.0,150.0,1.0,14000.0,780.0,Charlotte City (Central),1.0,5
Rented,4,2.0,Married couple household,1.0,110.0,1.0,33000.0,950.0,Charlotte City (Central),1.0,5
Rented,4,2.0,Married couple household,1.0,160.0,2.0,178000.0,1200.0,Charlotte City (Northeast),0.0,11
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,260.0,1.0,34000.0,960.0,Mecklenburg County (South)--Matthews Town (South),1.0,5
Rented,3,1.0,Married couple household,1.0,100.0,2.0,75000.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,1300.0,1100.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,100000.0,1600.0,Charlotte City (Central),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,48000.0,830.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,5,4.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,24000.0,750.0,Charlotte City (Southwest),1.0,4
Rented,4,0.0,"Other family household: Female householder, no spouse present",1.0,190.0,2.0,100000.0,450.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,Married couple household,1.0,60.0,1.0,58000.0,1200.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,170.0,1.0,32000.0,850.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,3,2.0,"Other family household: Male householder, no spouse present",1.0,140.0,1.0,121000.0,1600.0,Charlotte City (Central),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,8400.0,800.0,Charlotte City (Central),1.0,1
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,110.0,2.0,57000.0,1000.0,Charlotte City (South),0.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,1.0,36000.0,890.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,119000.0,1300.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,Married couple household,1.0,4.0,2.0,88000.0,1000.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,4,2.0,Married couple household,1.0,160.0,2.0,64800.0,1500.0,Mecklenburg County (South)--Matthews Town (South),1.0,6
Rented,3,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,74000.0,1200.0,Charlotte City (Central),0.0,5
Rented,3,0.0,"Other family household: Male householder, no spouse present",1.0,70.0,2.0,225220.0,2800.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,110.0,1.0,37000.0,760.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,160490.0,1700.0,Charlotte City (Southwest),0.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,80.0,2.0,101000.0,1200.0,Charlotte City (Southwest),0.0,2
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,80.0,1.0,18700.0,100.0,Charlotte City (South),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,1.0,40000.0,720.0,Charlotte City (Southwest),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,100000.0,1000.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,35000.0,900.0,Charlotte City (Northeast),1.0,6
Rented,4,2.0,Married couple household,1.0,280.0,2.0,33600.0,500.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,70.0,1.0,100000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,2
